sku,title_pt,category,subcategory,description_pt_2lines,price_low_brl,price_median_brl,price_high_brl,margin_pct_suggested,tags_pt,photo_url_1,photo_url_2,photo_url_3,thumbnail_url,source_product_link,source_marketplace_hint,source_lang,shipping_weight_g,shipping_length_cm,shipping_width_cm,shipping_height_cm,compatibility_notes,cross_sell_sku_1,cross_sell_sku_2,pricing_strategy_notes
CHA-001,"Chaveiro Acrílico Premium Jett Valorant Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de Valorant. Ideal para presente, mochila, estojo e chave do dia a dia.",22.4,32.9,43.65,68,"chaveiro,valorant,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-002,COL-001,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-002,Chaveiro Emborrachado Reyna Valorant Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,24.9,35.9,47.4,68,"chaveiro,pvc,valorant,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-003,COL-001,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-003,Chaveiro Metalizado Sage Valorant Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de Valorant. Ideal para kits de presente e combos sazonais.,27.4,38.9,51.15,68,"chaveiro,metal,valorant,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-004,COL-001,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-004,Chaveiro 3D Omen Valorant Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,29.9,41.9,54.9,68,"chaveiro,3d,valorant,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-001,COL-001,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-005,"Chaveiro Acrílico Premium Ahri League of Legends Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de League of Legends. Ideal para presente, mochila, estojo e chave do dia a dia.",19.9,29.9,39.9,68,"chaveiro,league of legends,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-006,COL-005,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-006,Chaveiro Emborrachado Yasuo League of Legends Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,22.4,32.9,43.65,68,"chaveiro,pvc,league of legends,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-007,COL-005,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-007,Chaveiro Metalizado Jinx League of Legends Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de League of Legends. Ideal para kits de presente e combos sazonais.,24.9,35.9,47.4,68,"chaveiro,metal,league of legends,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-008,COL-005,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-008,Chaveiro 3D Lux League of Legends Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,27.4,38.9,51.15,68,"chaveiro,3d,league of legends,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-005,COL-005,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-009,"Chaveiro Acrílico Premium Ghost Call of Duty Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de Call of Duty. Ideal para presente, mochila, estojo e chave do dia a dia.",29.9,41.9,54.9,68,"chaveiro,call of duty,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-010,COL-009,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-010,Chaveiro Emborrachado Soap Call of Duty Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,19.9,29.9,39.9,68,"chaveiro,pvc,call of duty,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-011,COL-009,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-011,Chaveiro Metalizado Task Force Call of Duty Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de Call of Duty. Ideal para kits de presente e combos sazonais.,22.4,32.9,43.65,68,"chaveiro,metal,call of duty,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-012,COL-009,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-012,Chaveiro 3D Warzone Call of Duty Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,24.9,35.9,47.4,68,"chaveiro,3d,call of duty,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-009,COL-009,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-013,"Chaveiro Acrílico Premium Creeper Minecraft Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de Minecraft. Ideal para presente, mochila, estojo e chave do dia a dia.",27.4,38.9,51.15,68,"chaveiro,minecraft,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-014,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-014,Chaveiro Emborrachado Steve Minecraft Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,29.9,41.9,54.9,68,"chaveiro,pvc,minecraft,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-015,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-015,Chaveiro Metalizado Alex Minecraft Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de Minecraft. Ideal para kits de presente e combos sazonais.,19.9,29.9,39.9,68,"chaveiro,metal,minecraft,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-016,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-016,Chaveiro 3D Enderman Minecraft Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,22.4,32.9,43.65,68,"chaveiro,3d,minecraft,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-013,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-017,"Chaveiro Acrílico Premium Lhama Fortnite Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de Fortnite. Ideal para presente, mochila, estojo e chave do dia a dia.",24.9,35.9,47.4,68,"chaveiro,fortnite,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-018,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-018,Chaveiro Emborrachado Battle Royale Fortnite Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,27.4,38.9,51.15,68,"chaveiro,pvc,fortnite,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-019,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-019,Chaveiro Metalizado Victory Crown Fortnite Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de Fortnite. Ideal para kits de presente e combos sazonais.,29.9,41.9,54.9,68,"chaveiro,metal,fortnite,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-020,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-020,Chaveiro 3D Peely Fortnite Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,19.9,29.9,39.9,68,"chaveiro,3d,fortnite,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-017,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-021,"Chaveiro Acrílico Premium AWP CS2 Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de CS2. Ideal para presente, mochila, estojo e chave do dia a dia.",22.4,32.9,43.65,68,"chaveiro,cs2,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-022,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-022,Chaveiro Emborrachado AK-47 CS2 Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,24.9,35.9,47.4,68,"chaveiro,pvc,cs2,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-023,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-023,Chaveiro Metalizado Knife CS2 Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de CS2. Ideal para kits de presente e combos sazonais.,27.4,38.9,51.15,68,"chaveiro,metal,cs2,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-024,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-024,Chaveiro 3D Defuse CS2 Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,29.9,41.9,54.9,68,"chaveiro,3d,cs2,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-021,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-025,"Chaveiro Acrílico Premium Los Santos GTA V Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de GTA V. Ideal para presente, mochila, estojo e chave do dia a dia.",19.9,29.9,39.9,68,"chaveiro,gta v,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-026,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-026,Chaveiro Emborrachado Franklin GTA V Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,22.4,32.9,43.65,68,"chaveiro,pvc,gta v,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-027,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-027,Chaveiro Metalizado Trevor GTA V Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de GTA V. Ideal para kits de presente e combos sazonais.,24.9,35.9,47.4,68,"chaveiro,metal,gta v,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-028,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-028,Chaveiro 3D Michael GTA V Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,27.4,38.9,51.15,68,"chaveiro,3d,gta v,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-025,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-029,"Chaveiro Acrílico Premium Spider-Man Marvel Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de Marvel. Ideal para presente, mochila, estojo e chave do dia a dia.",29.9,41.9,54.9,68,"chaveiro,marvel,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-030,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-030,Chaveiro Emborrachado Iron Man Marvel Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,19.9,29.9,39.9,68,"chaveiro,pvc,marvel,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-031,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-031,Chaveiro Metalizado Deadpool Marvel Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de Marvel. Ideal para kits de presente e combos sazonais.,22.4,32.9,43.65,68,"chaveiro,metal,marvel,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-032,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-032,Chaveiro 3D Groot Marvel Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,24.9,35.9,47.4,68,"chaveiro,3d,marvel,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-029,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-033,"Chaveiro Acrílico Premium Darth Vader Star Wars Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de Star Wars. Ideal para presente, mochila, estojo e chave do dia a dia.",27.4,38.9,51.15,68,"chaveiro,star wars,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-034,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-034,Chaveiro Emborrachado Stormtrooper Star Wars Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,29.9,41.9,54.9,68,"chaveiro,pvc,star wars,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-035,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-035,Chaveiro Metalizado Mandalorian Star Wars Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de Star Wars. Ideal para kits de presente e combos sazonais.,19.9,29.9,39.9,68,"chaveiro,metal,star wars,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-036,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-036,Chaveiro 3D Grogu Star Wars Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,22.4,32.9,43.65,68,"chaveiro,3d,star wars,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-033,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-037,"Chaveiro Acrílico Premium Pikachu Pokémon Dupla Face para Mochila, Chaves e Setup Gamer",Chaveiros,Chaveiro acrílico 2D,"Chaveiro leve e colecionável com visual premium para fãs de Pokémon. Ideal para presente, mochila, estojo e chave do dia a dia.",24.9,35.9,47.4,68,"chaveiro,pokémon,gamer,nerd,presente",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-038,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-038,Chaveiro Emborrachado Charmander Pokémon Estilo Gamer Resistente para Chaves e Mochila,Chaveiros,Chaveiro emborrachado PVC,Modelo resistente com acabamento emborrachado e apelo gamer forte. Excelente ticket de entrada para venda por impulso.,27.4,38.9,51.15,68,"chaveiro,pvc,pokémon,colecionável,gamer",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-039,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-039,Chaveiro Metalizado Gengar Pokémon Edição Nerd para Coleção e Presente Criativo,Chaveiros,Chaveiro metalizado,Peça com visual premium e ótima percepção de valor para fãs de Pokémon. Ideal para kits de presente e combos sazonais.,29.9,41.9,54.9,68,"chaveiro,metal,pokémon,presente,coleção",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-040,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
CHA-040,Chaveiro 3D Eevee Pokémon Mini Pingente Decorativo para Mochila e Setup,Chaveiros,Chaveiro 3D,Chaveiro com estilo 3D e identidade visual marcante. Ótimo para público gamer e nerd com alta compra por afinidade.,19.9,29.9,39.9,68,"chaveiro,3d,pokémon,mochila,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,60,8,5,2,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,CHA-037,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
